id,nombre,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,estadoOperativo,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,fechaInstalacion,CODIGO_INTERNO,CONTRATO_COD,modelo,tipo,accesibilidad,IndicadorExposicion
9536972,varios juegos en cde,125,moscardo,12,usera,operativo,440127.235,4471484.87,etrs89,40.39181226,-3.70546297,calle,mariblanca,14,28026,c/torero,11084099,2024-01-31,d127106,ae21,,deportivas,no,alto
9536966,varios juegos en cde,125,moscardo,12,usera,operativo,440120.72,4471484.01,etrs89,40.39180405,-3.70553965,calle,mariblanca,14,28026,c/torero,11084099,2024-01-31,d127102,ae21,,deportivas,no,medio
9536965,varios juegos en cde,125,moscardo,12,usera,operativo,440122.796,4471479.925,etrs89,40.3917674,-3.70551481,calle,mariblanca,14,28026,c/torero,11084099,2024-01-31,d127101,ae21,,deportivas,no,medio
9535131,barras paralelas en cde,116,buenavista,11,carabanchel,operativo,436239.954,4468572.408,etrs89,40.36528705,-3.75097065,avenida,carabanchel alto,21,28054,c/blanca cv c/dinero,31069202,2023-09-15,d117105,ae21,,deportivas,no,bajo
9535128,multiejercicio en cde,116,buenavista,11,carabanchel,operativo,436234.994,4468565.132,etrs89,40.36522112,-3.75102834,avenida,carabanchel alto,21,28054,c/blanca cv c/dinero,31069202,1998-01-01,d117102,ae21,,deportivas,no,bajo
9535127,banco de abdominales en cde,116,buenavista,11,carabanchel,operativo,436241.807,4468566.587,etrs89,40.36523475,-3.75094824,avenida,carabanchel alto,21,28054,c/blanca cv c/dinero,31069202,2023-09-15,d117101,ae21,,deportivas,no,medio
9494201,varios juegos en cde,65,valdeacederas,6,tetuan,operativo,439936.89,4479630.206,etrs89,40.46517536,-3.70847517,paseo,direccion,190,28039,paseo de la direccion 215,31028286,2019-03-24,d065803,ae21,,deportivas,no,medio
9493030,banco de abdominales en cde,54,hispanoamerica,5,chamartin,operativo,442788.959,4478566.027,etrs89,40.45579005,-3.6747399,calle,puerto rico,27,28016,puerto rico 27,11025193,2006-02-01,d050712,ae21,,deportivas,no,alto
9493021,varios juegos en cde,54,hispanoamerica,5,chamartin,operativo,442778.376,4478564.042,etrs89,40.45577144,-3.67486453,calle,puerto rico,27,28016,puerto rico 27,11025193,2024-03-07,d050706,ae21,,deportivas,no,bajo
9492867,varios juegos en cde,86,valverde,8,fuencarral - el pardo,operativo,441924.663,4481670.475,etrs89,40.48369629,-3.68521681,avenida,llano castellano,3,28034,parque de begoña,11047058,2024-04-04,d085508,ae21,,deportivas,no,alto
9492624,banco de abdominales en cde,83,peñagrande,8,fuencarral - el pardo,operativo,437900.908,4482004.072,etrs89,40.48641023,-3.73272123,calle,arroyo del monte,17,28049,calle arroyo del monte 17                                               ,31055760,2014-02-24,d087702,ae21,,deportivas,no,bajo
9438562,barra defflexiones en cde,84,pilar,8,fuencarral - el pardo,operativo,439958.955,4481432.719,etrs89,40.48141467,-3.70838555,calle,santiago de compostela,62,28034,cv c/pintor francisco llorens,11045726,2024-03-26,d087607,ae21,,deportivas,no,medio
9438560,varios juegos en cde,84,pilar,8,fuencarral - el pardo,operativo,439966.363,4481437.217,etrs89,40.48145573,-3.70829858,calle,santiago de compostela,62,28034,cv c/pintor francisco llorens,11045726,2024-03-26,d087605,ae21,,deportivas,no,alto
9438380,varios juegos en cde,84,pilar,8,fuencarral - el pardo,operativo,439950.819,4481434.812,etrs89,40.48143294,-3.70848173,calle,santiago de compostela,62,28034,cv c/pintor francisco llorens,11045726,1998-01-01,d087602,ae21,,deportivas,no,alto
9438367,varios juegos en cde,85,la paz,8,fuencarral - el pardo,operativo,440353.364,4481511.296,etrs89,40.48215095,-3.70373989,calle,pedro rico,49,28029,cv  c/finisterre,20098055,2026-03-24,d087508,ae21,,deportivas,no,medio
9438316,varios juegos en cde,85,la paz,8,fuencarral - el pardo,operativo,440371.356,4481518.969,etrs89,40.48222136,-3.70352835,calle,pedro rico,49,28029,cv  c/finisterre,20098055,2024-03-26,d087502,ae21,,deportivas,no,bajo
9407936,varios juegos en cde,116,buenavista,11,carabanchel,operativo,435355.049,4469531.535,etrs89,40.37385913,-3.76148951,parque,cruces,9407936_NUM_VIA_desconocido,28044,parque cruces,31050612,2023-08-01,c118609,ae21,,deportivas,no,bajo
9407914,varios juegos en cde,116,buenavista,11,carabanchel,operativo,435358.623,4469507.565,etrs89,40.37364348,-3.76144498,parque,cruces,9407914_NUM_VIA_desconocido,28044,parque cruces,31050612,2023-08-01,c118606,ae21,,deportivas,no,medio
9407910,varios juegos en cde,116,buenavista,11,carabanchel,operativo,435336.53,4469529.89,etrs89,40.37384288,-3.76170747,parque,cruces,9407910_NUM_VIA_desconocido,28044,parque cruces,31050612,2023-08-01,c118603,ae21,,deportivas,no,medio
9407821,varios juegos en cde,116,buenavista,11,carabanchel,operativo,435898.804,4469724.458,etrs89,40.37563906,-3.75510424,parque,camino de las cruces,9407821_NUM_VIA_desconocido,28044,parque camino de las cruces,11077627,1996-01-01,c118508,ae21,,deportivas,no,bajo
9407759,varios juegos en cde,116,buenavista,11,carabanchel,operativo,435915.539,4469735.703,etrs89,40.37574165,-3.75490825,parque,camino de las cruces,9407759_NUM_VIA_desconocido,28044,parque camino de las cruces,11077627,2023-01-08,c118504,ae21,,deportivas,no,bajo
9407627,varios juegos en cde,116,buenavista,11,carabanchel,operativo,435906.775,4469728.334,etrs89,40.37567459,-3.75501074,parque,camino de las cruces,9407627_NUM_VIA_desconocido,28044,parque camino de las cruces,11077627,2001-08-23,c118501,ae21,,deportivas,no,alto
9398114,escalera horizontal en cde,103,lucero,10,latina,operativo,436601.657,4472415.815,etrs89,40.39993772,-3.74709324,avenida,caprichos,14,28011,parque caramuel,20148982,2004-01-01,d105509,ae21,,deportivas,no,alto
9397138,varios juegos en cde,131,entrevias,13,puente de vallecas,operativo,442563.436,4470305.248,etrs89,40.38135711,-3.67665352,ronda,sur,2,28053,c/ lagartera,31012755,2023-11-28,d137209,ae21,,deportivas,no,alto
9397137,varios juegos en cde,131,entrevias,13,puente de vallecas,operativo,442558.806,4470306.439,etrs89,40.38136752,-3.67670817,ronda,sur,2,28053,c/ lagartera,31012755,2023-11-28,d137208,ae21,,deportivas,no,alto
9397134,varios juegos en cde,131,entrevias,13,puente de vallecas,operativo,442555.366,4470308.026,etrs89,40.38138158,-3.67674884,ronda,sur,2,28053,c/ lagartera,31012755,2023-11-28,d137206,ae21,,deportivas,no,medio
9397131,varios juegos en cde,131,entrevias,13,puente de vallecas,operativo,442564.627,4470303.561,etrs89,40.38134199,-3.67663934,ronda,sur,2,28053,c/ lagartera,31012755,2023-11-28,d137203,ae21,,deportivas,no,alto
9397078,varios juegos en cde,131,entrevias,13,puente de vallecas,operativo,442561.584,4470303.727,etrs89,40.38134328,-3.6766752,ronda,sur,2,28053,c/ lagartera,31012755,2023-11-28,d137202,ae21,,deportivas,no,alto
9397071,varios juegos en cde,131,entrevias,13,puente de vallecas,operativo,442621.427,4470489.947,etrs89,40.38302498,-3.67598701,ronda,sur,2,28053,c/ lagartera,31012755,2028-11-23,d137306,ae21,,deportivas,no,alto
9397070,varios juegos en cde,131,entrevias,13,puente de vallecas,operativo,442626.52,4470509.592,etrs89,40.3832023,-3.67592879,ronda,sur,2,28053,c/ lagartera,31012755,2023-11-28,d137305,ae21,,deportivas,no,alto
9396700,varios juegos en cde,151,ventas,15,ciudad lineal,operativo,444885.438,4475245.448,etrs89,40.42601818,-3.64972776,calle,santa felicidad,20,28017,cv c/maria teresa saez de heredia,11103833,2023-09-15,d155705,ae21,,deportivas,no,medio
9396660,varios juegos en cde,151,ventas,15,ciudad lineal,operativo,444884.975,4475241.975,etrs89,40.42598686,-3.64973292,calle,santa felicidad,20,28017,cv c/maria teresa saez de heredia,11103833,2023-09-15,d155701,ae21,,deportivas,no,medio
9393810,varios juegos en cde,213,casco historico de barajas,21,barajas,operativo,451156.281,4480242.898,etrs89,40.47143023,-3.57619095,9393810_TIPO_VIA_desconocido,ayerbe,9393810_NUM_VIA_desconocido,28042,"ayerbe, 22",20078838,2023-03-11,d216205,ae21,,deportivas,no,medio
9392926,varios juegos en cde,212,aeropuerto,21,barajas,operativo,451072.723,4480229.103,etrs89,40.47130104,-3.57717554,9392926_TIPO_VIA_desconocido,ayerbe,9392926_NUM_VIA_desconocido,28042,"ayerbe, 23",20152036,2023-03-11,d216304,ae21,,deportivas,no,medio
9392924,varios juegos en cde,212,aeropuerto,21,barajas,operativo,451075.236,4480231.882,etrs89,40.47132622,-3.57714611,9392924_TIPO_VIA_desconocido,ayerbe,9392924_NUM_VIA_desconocido,28042,"ayerbe, 23",20152036,2023-11-03,d216303,ae21,,deportivas,no,medio
9392921,varios juegos en cde,212,aeropuerto,21,barajas,operativo,451079.073,4480233.866,etrs89,40.47134432,-3.577101,9392921_TIPO_VIA_desconocido,ayerbe,9392921_NUM_VIA_desconocido,28042,"ayerbe, 23",20152036,2023-11-03,d216302,ae21,,deportivas,no,alto
9392500,barras paralelas en cde,126,zofio,12,usera,operativo,439527.763,4470583.204,etrs89,40.3836463,-3.71244026,avenida,rafaela ybarra,4,28026,"rafaela ybarra, 4",20025114,2018-12-23,d127008,ae21,,deportivas,no,bajo
9392487,banco de abdominales en cde,126,zofio,12,usera,operativo,439520.686,4470578.508,etrs89,40.38360348,-3.71252318,avenida,rafaela ybarra,4,28026,"rafaela ybarra, 4",20025114,2023-12-18,d127007,ae21,,deportivas,no,medio
9392199,barra de estiramientos en cde,126,zofio,12,usera,operativo,439530.938,4470584.659,etrs89,40.38365964,-3.712403,avenida,rafaela ybarra,4,28026,"rafaela ybarra, 4",20025114,2023-12-18,d127004,ae21,,deportivas,no,medio
9389731,varios juegos en cde,205,rosas,20,san blas - canillejas,operativo,449095.027,4474894.098,etrs89,40.42312122,-3.60007683,9389731_TIPO_VIA_desconocido,cv sofia,9389731_NUM_VIA_desconocido,28022,cv sofia,20150424,2023-08-09,c208801,ae21,,deportivas,no,alto
9389678,varios juegos en cde,205,rosas,20,san blas - canillejas,operativo,449135.905,4475560.585,etrs89,40.42912786,-3.5996483,paseo,de ginegra,9389678_NUM_VIA_desconocido,28022,paseo de ginegra,20122420,2023-09-08,c208710,ae21,,deportivas,no,bajo
9389675,varios juegos en cde,205,rosas,20,san blas - canillejas,operativo,449140.535,4475547.785,etrs89,40.42901283,-3.5995927,paseo,de ginegra,9389675_NUM_VIA_desconocido,28022,paseo de ginegra,20122420,2023-08-09,c208708,ae21,,deportivas,no,alto
9389622,varios juegos en cde,205,rosas,20,san blas - canillejas,operativo,449134.053,4475575.699,etrs89,40.4292639,-3.59967134,paseo,de ginegra,9389622_NUM_VIA_desconocido,28022,paseo de ginegra,20122420,2023-09-08,c208705,ae21,,deportivas,no,medio
9383249,barras paralelas en cde,205,rosas,20,san blas - canillejas,operativo,449103.995,4475745.638,etrs89,40.43079298,-3.60003929,9383249_TIPO_VIA_desconocido,estocolmo 26,9383249_NUM_VIA_desconocido,28022,estocolmo 26,20119749,2022-11-28,d205015,ae21,,deportivas,no,alto
9295465,barras paralelas en cde,124,almendrales,12,usera,operativo,440386.198,4470239.803,etrs89,40.38061462,-3.7022954,calle,cristo de la victoria,33,28026,cv cristo de lepanto,11085828,2023-06-23,d126807,ae21,,deportivas,no,alto
9295454,banco de abdominales en cde,124,almendrales,12,usera,operativo,440378.856,4470240.662,etrs89,40.38062184,-3.70238196,calle,cristo de la victoria,33,28026,cv cristo de lepanto,11085828,2023-06-23,d126806,ae21,,deportivas,no,medio
9295451,multiejercicio en cde,124,almendrales,12,usera,operativo,440388.91,4470233.519,etrs89,40.38055821,-3.70226286,calle,cristo de la victoria,33,28026,cv cristo de lepanto,11085828,2023-06-23,d126804,ae21,,deportivas,no,medio
9295430,barras paralelas en cde,124,almendrales,12,usera,operativo,440391.82,4470223.729,etrs89,40.38047022,-3.70222767,calle,cristo de la victoria,33,28026,cv cristo de lepanto,11085828,2023-06-23,d126802,ae21,,deportivas,no,alto
9295385,varios juegos en cde,143,marroquina,14,moratalaz,operativo,445290.329,4473364.375,etrs89,40.40909911,-3.64479312,calle,camino de los vinateros,107c,28030,camino de los vinateros,31046138,2023-07-03,c147111,ae21,,deportivas,no,bajo
9295378,varios juegos en cde,143,marroquina,14,moratalaz,operativo,445286.625,4473368.376,etrs89,40.40913491,-3.64483712,calle,camino de los vinateros,107c,28030,camino de los vinateros,31046138,2023-07-03,c147110,ae21,,deportivas,no,medio
9295340,varios juegos en cde,143,marroquina,14,moratalaz,operativo,445282.16,4473362.787,etrs89,40.40908426,-3.64488925,calle,camino de los vinateros,107c,28030,camino de los vinateros,31046138,2023-07-03,c147102,ae21,,deportivas,no,alto
9295061,varios juegos en cde,56,castilla,5,chamartin,operativo,441908.415,4481209.367,etrs89,40.4795413,-3.68536625,paseo,de la castellana,296,28046,paseo de la castellana 296,11027373,2023-07-26,c050711,ae21,,deportivas,no,alto
9536975,varios juegos en cde,125,moscardo,12,usera,operativo,440130.212,4471480.372,etrs89,40.39177196,-3.70542747,calle,mariblanca,14,28026,c/torero,11084099,2024-01-31,d127107,ae21,,deportivas,no,bajo
9536969,varios juegos en cde,125,moscardo,12,usera,operativo,440114.072,4471477.263,etrs89,40.39174279,-3.70561734,calle,mariblanca,14,28026,c/torero,11084099,2024-01-31,d127104,ae21,,deportivas,no,medio
9497654,varios juegos en cde,205,rosas,20,san blas - canillejas,operativo,448781.022,4476268.768,etrs89,40.43548584,-3.60388895,avenida,arcentales,37,28022,av arcentales 37,31042673,2024-04-04,d205806,ae21,,deportivas,no,alto
9494208,varios juegos en cde,65,valdeacederas,6,tetuan,operativo,439944.695,4479623.591,etrs89,40.46511634,-3.70838249,paseo,direccion,190,28039,paseo de la direccion 215,31028286,2024-03-19,d065806,ae21,,deportivas,no,bajo
9494204,barra defflexiones en cde,65,valdeacederas,6,tetuan,operativo,439944.828,4479621.739,etrs89,40.46509966,-3.70838074,paseo,direccion,190,28039,paseo de la direccion 215,31028286,2024-03-19,d065805,ae21,,deportivas,no,medio
9494202,varios juegos en cde,65,valdeacederas,6,tetuan,operativo,439941.256,4479629.677,etrs89,40.46517091,-3.70842362,paseo,direccion,190,28039,paseo de la direccion 215,31028286,2019-03-24,d065804,ae21,,deportivas,no,bajo
9493044,varios juegos en cde,54,hispanoamerica,5,chamartin,operativo,442786.777,4478563.249,etrs89,40.45576487,-3.67476538,calle,puerto rico,27,28016,puerto rico 27,11025193,2024-07-03,d050714,ae21,,deportivas,no,medio
9493027,varios juegos en cde,54,hispanoamerica,5,chamartin,operativo,442794.681,4478564.637,etrs89,40.45577792,-3.67467229,calle,puerto rico,27,28016,puerto rico 27,11025193,2007-03-24,d050709,ae21,,deportivas,no,bajo
9493024,varios juegos en cde,54,hispanoamerica,5,chamartin,operativo,442791.01,4478564.373,etrs89,40.45577529,-3.67471556,calle,puerto rico,27,28016,puerto rico 27,11025193,2024-07-03,d050708,ae21,,deportivas,no,alto
9493000,varios juegos en cde,54,hispanoamerica,5,chamartin,operativo,442775.565,4478566.291,etrs89,40.4557915,-3.67489788,calle,puerto rico,27,28016,puerto rico 27,11025193,2006-02-01,d050703,ae21,,deportivas,no,alto
9492873,multiejercicio en cde,54,hispanoamerica,5,chamartin,operativo,442791.353,4478583.535,etrs89,40.45594793,-3.67471324,calle,puerto rico,29,28016,c/puerto rico 29,11025194,2024-03-07,d050803,ae21,,deportivas,no,bajo
9492617,multiejercicio en cde,83,peñagrande,8,fuencarral - el pardo,operativo,437919.826,4482007.247,etrs89,40.48644025,-3.73249834,calle,arroyo del monte,17,28049,calle arroyo del monte 17                                                        ,31055760,2024-02-14,d087701,ae21,,deportivas,no,medio
9438570,barras paralelas en cde,84,pilar,8,fuencarral - el pardo,operativo,439958.558,4481433.909,etrs89,40.48142536,-3.70839034,calle,santiago de compostela,62,28034,cv c/pintor francisco llorens,11045726,2026-03-24,d087610,ae21,,deportivas,no,alto
9294651,escalera horizontal en cde,143,marroquina,14,moratalaz,operativo,445383.501,4473556.697,etrs89,40.41083778,-3.64371159,parque,z,9294651_NUM_VIA_desconocido,28030,parque z,11101695,2021-07-23,d146105,ae21,,deportivas,no,medio
9294649,banco de abdominales en cde,143,marroquina,14,moratalaz,operativo,445382.972,4473556.697,etrs89,40.41083774,-3.64371783,parque,z,9294649_NUM_VIA_desconocido,28030,parque z,11101695,2023-07-21,d146103,ae21,,deportivas,no,medio
9294596,barra defflexiones en cde,143,marroquina,14,moratalaz,operativo,445357.175,4473569.695,etrs89,40.41095314,-3.64402297,avenida,doctor garcia tapia,86,28030,,11101695,1996-01-01,d146008,ae21,,deportivas,no,bajo
9294593,barra de estiramientos en cde,143,marroquina,14,moratalaz,operativo,445364.715,4473570.654,etrs89,40.41096228,-3.64393419,parque,z,9294593_NUM_VIA_desconocido,28030,parque z,11101695,2023-07-21,d146006,ae21,,deportivas,no,alto
9294589,barras paralelas en cde,143,marroquina,14,moratalaz,operativo,445359.821,4473568.141,etrs89,40.41093932,-3.64399165,parque,z,9294589_NUM_VIA_desconocido,28030,parque z,11101695,2021-07-23,d146002,ae21,,deportivas,no,bajo
9294510,barras paralelas en cde,122,orcasur,12,usera,operativo,440525.324,4469441.81,etrs89,40.37343581,-3.70058204,calle,madre rosa blanco,2,28041,parque miguel sarabia gil,31018991,2023-07-31,d126909,ae21,,deportivas,no,bajo
9294508,escalera horizontal en cde,122,orcasur,12,usera,operativo,440523.869,4469443.133,etrs89,40.37344763,-3.7005993,calle,madre rosa blanco,2,28041,parque miguel sarabia gil,31018991,2008-11-27,d126907,ae21,,deportivas,no,bajo
9294505,banco de abdominales en cde,122,orcasur,12,usera,operativo,440517.055,4469431.293,etrs89,40.37334048,-3.70067846,calle,madre rosa blanco,2,28041,parque miguel sarabia gil,31018991,2023-07-31,d126904,ae21,,deportivas,no,medio
9294503,multiejercicio en cde,122,orcasur,12,usera,operativo,440520.337,4469441.665,etrs89,40.37343415,-3.70064077,calle,madre rosa blanco,2,28041,parque miguel sarabia gil,31018991,2023-07-31,d126902,ae21,,deportivas,no,bajo
9294063,multiejercicio en cde,116,buenavista,11,carabanchel,operativo,435515.805,4469650.504,etrs89,40.37494331,-3.75960806,calle,mascaraque,42,28044,parque de las cruces,11077854,2023-01-08,d116810,ae21,,deportivas,no,medio
9294002,barra defflexiones en cde,116,buenavista,11,carabanchel,operativo,435520.005,4469639.953,etrs89,40.37484858,-3.75955752,calle,mascaraque,42,28044,parque de las cruces,11077854,2023-08-01,d116801,ae21,,deportivas,no,alto
9293992,varios juegos en cde,116,buenavista,11,carabanchel,operativo,435468.961,4469640.027,etrs89,40.3748453,-3.76015877,calle,mascaraque,38,28044,parque de las cruces,11077852,2023-01-08,d116701,ae21,,deportivas,no,alto
9292103,varios juegos en cde,27,atocha,2,arganzuela,operativo,442353.094,4471899.321,etrs89,40.39570289,-3.67927564,calle,mendez alvaro,77 a,28045,pedro bosch,20112157,2023-07-21,d025705,ae21,,deportivas,no,medio
9292100,barras paralelas en cde,27,atocha,2,arganzuela,operativo,442341.981,4471889.929,etrs89,40.39561751,-3.67940572,calle,mendez alvaro,77 a,28045,pedro bosch,20112157,2023-07-21,d025703,ae21,,deportivas,no,bajo
9277920,varios juegos en cde,151,ventas,15,ciudad lineal,operativo,444347.492,4475719.528,etrs89,40.43025314,-3.65611054,avenida,daroca,15,28017,plaza bami,11104596,2023-06-28,d155619,ae21,,deportivas,no,medio
9277913,varios juegos en cde,151,ventas,15,ciudad lineal,operativo,444348.715,4475727.498,etrs89,40.43032502,-3.65609682,avenida,daroca,15,28017,plaza bami,11104596,2023-06-28,d155616,ae21,,deportivas,no,bajo
9277910,varios juegos en cde,151,ventas,15,ciudad lineal,operativo,444344.25,4475727.928,etrs89,40.43032859,-3.65614949,avenida,daroca,15,28017,plaza bami,11104596,2023-06-28,d155615,ae21,,deportivas,no,bajo
9277908,varios juegos en cde,151,ventas,15,ciudad lineal,operativo,444334.759,4475728.028,etrs89,40.43032886,-3.65626139,avenida,daroca,15,28017,plaza bami,11104596,2023-06-28,d155613,ae21,,deportivas,no,alto
9277906,barras paralelas en cde,151,ventas,15,ciudad lineal,operativo,444348.881,4475721.843,etrs89,40.43027408,-3.65609437,avenida,daroca,15,28017,plaza bami,11104596,2023-06-28,d155612,ae21,,deportivas,no,medio
9277894,varios juegos en cde,151,ventas,15,ciudad lineal,operativo,444339.719,4475721.479,etrs89,40.43027019,-3.65620234,avenida,daroca,15,28017,plaza bami,11104596,2023-06-28,d155611,ae21,,deportivas,no,medio
9277885,varios juegos en cde,151,ventas,15,ciudad lineal,operativo,444336.875,4475723.265,etrs89,40.43028609,-3.65623603,avenida,daroca,15,28017,plaza bami,11104596,1998-01-01,d155603,ae21,,deportivas,no,bajo
9277883,varios juegos en cde,151,ventas,15,ciudad lineal,operativo,444341.836,4475727.3,etrs89,40.43032277,-3.6561779,avenida,daroca,15,28017,plaza bami,11104596,2023-06-28,d155601,ae21,,deportivas,no,medio
9277728,varios juegos en cde,105,campamento,10,latina,operativo,434816.475,4472357.112,etrs89,40.39927108,-3.76812225,calle,cv calle/ azor,9277728_NUM_VIA_desconocido,28024,cv c/ azor,11066045,2023-06-29,d107219,ae21,,deportivas,no,bajo
9277669,varios juegos en cde,105,campamento,10,latina,operativo,434807.016,4472360.618,etrs89,40.39930192,-3.76823406,calle,cv calle/ azor,9277669_NUM_VIA_desconocido,28024,cv c/ azor,11066045,2029-06-23,d107206,ae21,,deportivas,no,medio
9277662,varios juegos en cde,105,campamento,10,latina,operativo,434818.062,4472346.926,etrs89,40.39917945,-3.76810251,calle,cv calle/ azor,9277662_NUM_VIA_desconocido,28024,cv c/ azor,11066045,1996-01-01,d107201,ae21,,deportivas,no,alto
9273134,varios juegos en cde,153,quintana,15,ciudad lineal,operativo,444737.993,4476263.628,etrs89,40.43518072,-3.65155435,calle,de jose del hierro,9273134_NUM_VIA_desconocido,28027,calle de jose del hierro,11109351,2023-05-26,c157316,ae21,,deportivas,no,medio
9273132,varios juegos en cde,153,quintana,15,ciudad lineal,operativo,444736.802,4476269.316,etrs89,40.43523188,-3.65156889,calle,de jose del hierro,9273132_NUM_VIA_desconocido,28027,calle de jose del hierro,11109351,2023-05-26,c157314,ae21,,deportivas,no,medio
9273128,varios juegos en cde,153,quintana,15,ciudad lineal,operativo,444729.394,4476264.951,etrs89,40.43519207,-3.65165585,calle,de jose del hierro,9273128_NUM_VIA_desconocido,28027,calle de jose del hierro,11109351,2023-05-26,c157310,ae21,,deportivas,no,alto
9273126,varios juegos en cde,153,quintana,15,ciudad lineal,operativo,444725.161,4476263.892,etrs89,40.43518224,-3.65170566,calle,de jose del hierro,9273126_NUM_VIA_desconocido,28027,calle de jose del hierro,11109351,2023-05-26,c157308,ae21,,deportivas,no,bajo
9273122,varios juegos en cde,153,quintana,15,ciudad lineal,operativo,444731.775,4476269.713,etrs89,40.43523512,-3.65162819,calle,de jose del hierro,9273122_NUM_VIA_desconocido,28027,calle de jose del hierro,11109351,2023-05-26,c157304,ae21,,deportivas,no,medio
9273112,varios juegos en cde,154,la concepcion,15,ciudad lineal,operativo,444488.079,4476224.884,etrs89,40.43481505,-3.65449734,calle,virgen de nuria,2,28027,calle de jose del hierro,31042148,2023-05-26,c157521,ae21,,deportivas,no,bajo
9273103,varios juegos en cde,154,la concepcion,15,ciudad lineal,operativo,444478.62,4476222.569,etrs89,40.43479356,-3.65460866,calle,virgen de nuria,2,28027,calle de jose del hierro,31042148,2023-05-26,c157518,ae21,,deportivas,no,alto
9273073,varios juegos en cde,154,la concepcion,15,ciudad lineal,operativo,444475.643,4476223.958,etrs89,40.43480588,-3.65464388,calle,virgen de nuria,2,28027,calle de jose del hierro,31042148,2002-01-01,c157514,ae21,,deportivas,no,bajo
9273006,varios juegos en cde,154,la concepcion,15,ciudad lineal,operativo,444478.421,4476221.709,etrs89,40.4347858,-3.65461093,calle,virgen de nuria,2,28027,calle de jose del hierro,31042148,2026-05-23,c157511,ae21,,deportivas,no,alto
9272957,varios juegos en cde,154,la concepcion,15,ciudad lineal,operativo,444478.686,4476222.767,etrs89,40.43479535,-3.6546079,calle,virgen de nuria,2,28027,calle de jose del hierro,31042148,2023-05-26,c157507,ae21,,deportivas,no,medio
9272935,varios juegos en cde,154,la concepcion,15,ciudad lineal,operativo,444484.242,4476220.65,etrs89,40.43477665,-3.65454221,calle,virgen de nuria,2,28027,calle de jose del hierro,31042148,2023-05-26,c157505,ae21,,deportivas,no,bajo
9272931,varios juegos en cde,154,la concepcion,15,ciudad lineal,operativo,444489.798,4476225.148,etrs89,40.43481754,-3.6544771,calle,virgen de nuria,2,28027,calle de jose del hierro,31042148,2026-05-23,c157503,ae21,,deportivas,no,alto
9271975,varios juegos en cde,104,aluche,10,latina,operativo,435005.597,4471702.112,etrs89,40.39338537,-3.76582697,calle,maqueda,26,28024,c/tembleque,11065581,2022-06-23,d107104,ae21,,deportivas,no,alto
9271964,varios juegos en cde,104,aluche,10,latina,operativo,435003.348,4471706.214,etrs89,40.39342215,-3.76585388,calle,maqueda,26,28024,c/tembleque,11065581,2023-06-22,d107101,ae21,,deportivas,no,bajo
9269409,barras paralelas en cde,81,el pardo,8,fuencarral - el pardo,operativo,434537.142,4485348.882,etrs89,40.51628252,-3.77275342,avenida,guardia,19,28048,parque mar oceana,31022099,2023-09-06,d087402,ae21,,deportivas,no,medio
9263818,multiejercicio en cde,11,palacio,1,centro,operativo,438949.675,4474116.678,etrs89,40.41543533,-3.71958921,paseo,virgen del puerto,4,28005,ciudad de plasencia,31011490,2022-12-16,d010315,ae21,,deportivas,no,bajo
9263813,varios juegos en cde,11,palacio,1,centro,operativo,438957.745,4474114.561,etrs89,40.41541685,-3.7194939,paseo,virgen del puerto,4,28005,ciudad de plasencia,31011490,2022-12-16,d010313,ae21,,deportivas,no,bajo
9263750,barras paralelas en cde,11,palacio,1,centro,operativo,438967.799,4474109.402,etrs89,40.41537111,-3.71937491,paseo,virgen del puerto,4,28005,ciudad de plasencia,31011490,2022-12-16,d010304,ae21,,deportivas,no,medio
9262024,varios juegos en cde,22,acacias,2,arganzuela,operativo,439821.587,4473007.791,etrs89,40.40550945,-3.70920802,calle,concejal benito martin lozano,10,28005,jardin del rastro,11008322,2023-05-17,c020907,ae21,,deportivas,no,medio
9261942,varios juegos en cde,22,acacias,2,arganzuela,operativo,439807.881,4473052.065,etrs89,40.4059073,-3.70937372,ronda,toledo,12,28005,concejal benito martin lozano,20007348,2023-05-17,d025604,ae21,,deportivas,no,bajo
9261334,varios juegos en cde,136,numancia,13,puente de vallecas,operativo,444132.419,4472857.333,etrs89,40.40445448,-3.65839457,calle,peña labra,16,28038,pico de la veleta,11099569,2009-06-23,m133311,ae21,,deportivas,no,bajo
9259977,multiejercicio en cde,136,numancia,13,puente de vallecas,operativo,444140.654,4472876.449,etrs89,40.40462724,-3.65829921,calle,peña labra,16,28038,pico de la veleta,11099569,2023-06-09,d137101,ae21,,deportivas,no,alto
9244009,barra de equilibrio en cde,122,orcasur,12,usera,operativo,440910.969,4468856.049,etrs89,40.36818638,-3.69598536,calle,alerce,5,28041,con pinsapo,20089216,2022-08-18,d126610,ae21,,deportivas,no,bajo
9243912,barras paralelas en cde,122,orcasur,12,usera,operativo,440909.05,4468854.13,etrs89,40.36816896,-3.69600779,calle,alerce,5,28041,con pinsapo,20089216,2022-08-18,d126604,ae21,,deportivas,no,bajo
