ID,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,TOTAL_ELEM,tipo
3568711,circuito deportivo elemental,85,la paz,8.0,fuencarral - el pardo,operativo,440597.41,4481480.16,etrs89,40.48188796,-3.70085781,calle,pedro rico,1,28029.0,parque norte 3 (antonio lopez aguado),20103366.0,2008-03-17,d0852,ae21,5,deportivas
3569210,circuito deportivo elemental,87,mirasierra,8.0,fuencarral - el pardo,operativo,438497.36,4482668.09,etrs89,40.49243631,-3.72574853,calle,maria de maeztu,108,28049.0,"calle maria de maeztu, 108 c/v senda del infante",31052003.0,2017-10-09,d0854,ae21,9,deportivas
3573005,circuito deportivo elemental,192,valdebernardo,19.0,vicalvaro,operativo,446968.13,4472539.44,etrs89,40.40177615,-3.62495141,calle,ladera de los almendros,14e,28032.0,"ladera de los almendros, 000014  e",20151600.0,2013-10-20,d1950,ae21,12,deportivas
3573016,circuito deportivo elemental,192,valdebernardo,19.0,vicalvaro,operativo,447538.38,4471701.76,etrs89,40.3942659,-3.61816268,avenida,democracia,50,28031.0,"avda democracia, 000050",20165254.0,2020-10-13,d1953,ae21,11,deportivas
3573208,circuito deportivo elemental,183,ensanche de vallecas,18.0,villa de vallecas,operativo,449416.79,4468380.84,etrs89,40.36446486,-3.59576667,calle,maria teresa leon,1g,28051.0,"maria teresa leon, 000001  g",31026567.0,2020-10-13,d1854,ae21,3,deportivas
3573331,circuito deportivo elemental,182,santa eugenia,18.0,villa de vallecas,operativo,448854.01,4469974.4,etrs89,40.37878646,-3.60252257,calle,poza de la sal,3,28031.0,"poza de la sal, 000003",11131688.0,2013-10-23,d1851,ae21,5,deportivas
3573333,circuito deportivo elemental,181,casco historico de vallecas,18.0,villa de vallecas,operativo,446970.232,4469259.493,etrs89,40.37222835,-3.62465361,calle,babilafuente,2,28031.0,"babilafuente, 000002",20170570.0,2013-10-20,d1853,ae21,4,deportivas
3573466,circuito deportivo elemental,181,casco historico de vallecas,18.0,villa de vallecas,operativo,446183.7,4469509.08,etrs89,40.37442638,-3.63393894,carretera,villaverde a vallecas,289,28031.0,"ctra villaverde a vallecas, 000289",20180908.0,2013-10-20,d1856,ae21,9,deportivas
4792795,circuito deportivo elemental,192,valdebernardo,19.0,vicalvaro,operativo,446881.88,4472327.78,etrs89,40.39986388,-3.6259501,autovia,m-40,1500ex,28032.0,"autov m-40, 001500 ex",31031401.0,2017-12-20,d1954,ae21,8,deportivas
4792812,circuito deportivo elemental,191,casco historico de vicalvaro,19.0,vicalvaro,operativo,449811.48,4473216.06,etrs89,40.40804785,-3.5914992,calle,abad juan catalan,70,28032.0,"abad juan catalan, 000070",31037333.0,2017-12-18,d1957,ae21,8,deportivas
4795141,circuito deportivo elemental,134,palomeras sureste,13.0,puente de vallecas,operativo,446093.72,4470974.62,etrs89,40.38762311,-3.63512279,avenida,miguel hernandez,48,28038.0,"avda miguel hernandez, 000048",20035278.0,2017-06-08,d1355,ae21,6,deportivas
4986445,circuito deportivo elemental,172,san cristobal,17.0,villaverde,operativo,441299.28,4466363.19,etrs89,40.34575667,-3.69118256,calle,beniferri,2,28021.0,"beniferri, 000002",11126150.0,2018-11-30,d1756,ae21,11,deportivas
4988362,circuito deportivo elemental,52,prosperidad,5.0,chamartin,operativo,443204.75,4476943.93,etrs89,40.44120593,-3.66969137,calle,corazon de maria,18,28002.0,parque puerta de america,20120209.0,2018-12-20,d0502,ae21,4,deportivas
3568708,circuito deportivo elemental,97,aravaca,9.0,moncloa - aravaca,operativo,433267.98,4478349.75,etrs89,40.45313183,-3.78699707,calle,escultor peresejo,60,28023.0,"escultor peresejo, 60-6 (parque arroyo pozuelo)",20063772.0,2006-01-25,d0950,ae21,11,deportivas
3568959,circuito deportivo elemental,44,guindalera,4.0,salamanca,operativo,444014.4,4477014.43,etrs89,40.44189594,-3.66015134,avenida,brasilia,6,28028.0,"avenida de brasilia, 6",31026007.0,1998-01-01,d0451,ae21,6,deportivas
3569421,circuito deportivo elemental,62,cuatro caminos,6.0,tetuan,operativo,440796.97,4478265.17,etrs89,40.45294029,-3.69820349,avenida,general peron,5,28020.0,,11029966.0,2004-01-01,d0652,ae21,9,deportivas
3573015,circuito deportivo elemental,191,casco historico de vicalvaro,19.0,vicalvaro,operativo,449242.72,4473418.81,etrs89,40.40983987,-3.59821817,paseo,polideportivo,144,28032.0,"paseo polideportivo, 000144",20154043.0,1998-01-01,d1951,ae21,11,deportivas
3573050,circuito deportivo elemental,113,san isidro,11.0,carabanchel,operativo,438262.05,4471523.78,etrs89,40.39202662,-3.72744201,calle,el toboso,25,28019.0,"el toboso, 000025",11073134.0,1998-01-01,d1156,ae21,13,deportivas
3573330,circuito deportivo elemental,182,santa eugenia,18.0,villa de vallecas,operativo,448301.55,4470260.53,etrs89,40.38133003,-3.60905366,calle,zazuar,12,28031.0,"zazuar, 000012",31011883.0,2013-10-23,d1850,ae21,10,deportivas
3573332,circuito deportivo elemental,182,santa eugenia,18.0,villa de vallecas,operativo,448611.62,4469846.57,etrs89,40.37761997,-3.60536757,calle,poza de la sal,19,28031.0,"poza de la sal, 000019",11131700.0,2013-10-23,d1855,ae21,7,deportivas
3573350,circuito deportivo elemental,181,casco historico de vallecas,18.0,villa de vallecas,operativo,447019.82,4469328.46,etrs89,40.3728528,-3.62407526,calle,babilafuente,1,28031.0,"babilafuente, 000001",20170576.0,2013-10-20,d1852,ae21,11,deportivas
4792788,circuito deportivo elemental,192,valdebernardo,19.0,vicalvaro,operativo,447539.09,4472342.72,etrs89,40.40004013,-3.61820713,calle,cordel de pavones,9,28032.0,"cordel de pavones, 000009",31006992.0,1998-01-01,d1956,ae21,8,deportivas
4792806,circuito deportivo elemental,191,casco historico de vicalvaro,19.0,vicalvaro,operativo,447675.68,4473620.38,etrs89,40.41155872,-3.61670266,avenida,daroca,299,28032.0,"avda daroca, 000299",31041868.0,1998-01-01,d1955,ae21,7,deportivas
4794560,circuito deportivo elemental,62,cuatro caminos,6.0,tetuan,operativo,441208.42,4477835.59,etrs89,40.44909965,-3.69331167,paseo,castellana,75 b,28046.0,,20181752.0,2018-06-18,d0653,ae21,9,deportivas
4985933,circuito deportivo elemental,181,casco historico de vallecas,18.0,villa de vallecas,operativo,446385.04,4468656.83,etrs89,40.36676172,-3.63149569,calle,perales del rio,14,28031.0,"perales del rio, 000014",31042406.0,2018-06-01,d1857,ae21,6,deportivas
4988302,circuito deportivo elemental,194,el cañaveral,19.0,vicalvaro,operativo,452083.52,4472894.74,etrs89,40.40528704,-3.56469903,calle,alto del esparragal,214,28052.0,"alto del esparragal, 000214",31047359.0,1998-01-01,d1958,ae21,9,deportivas
3740686,circuito deportivo elemental,52,prosperidad,5.0,chamartin,operativo,443654.16,4478163.31,etrs89,40.45222129,-3.66450074,calle,padre claret,38,28002.0,parque rodiguez de la fuente,31041818.0,2017-12-01,d0501,ae21,5,deportivas
3971913,circuito deportivo elemental,124,almendrales,12.0,usera,operativo,441061.86,4470414.01,etrs89,40.38223204,-3.69435226,calle,añafil,14,28026.0,"añafil, 000014",31009895.0,2008-02-16,d1253,ae21,8,deportivas
451353,circuito deportivo elemental,85,la paz,8.0,fuencarral - el pardo,operativo,441083.07,4481248.95,etrs89,40.47983973,-3.6951067,avenida,monforte de lemos,12,28029.0,parque norte,20095292.0,2015-01-12,d0851,ae21,13,deportivas
451521,circuito deportivo elemental,104,aluche,10.0,latina,operativo,435282.347,4472326.805,etrs89,40.3990344,-3.7626298,paseo,extremadura,351,28011.0,"calle seseña, 34",11068877.0,1998-01-01,d1054,ae21,11,deportivas
451542,circuito deportivo elemental,103,lucero,10.0,latina,operativo,436461.18,4472216.34,etrs89,40.39813007,-3.7487286,calle,cuart de poblet,19,28047.0,parque cuña verde,31016351.0,2021-06-05,d1056,ae21,10,deportivas
5195385,circuito deportivo elemental,171,villaverde alto - casco historico de villaverde,17.0,villaverde,operativo,439209.51,4466641.08,etrs89,40.34811041,-3.71581362,calle,sulfato,22e,28021.0,"sulfato, 000022  e",20162505.0,2019-09-25,d1757,ae21,8,deportivas
52042,circuito deportivo elemental,24,legazpi,2.0,arganzuela,operativo,441938.701,4470854.699,etrs89,40.38626357,-3.68406303,calle,puerto de la cruz verde,23,28045.0,parque enrique tierno galvan,20118243.0,2021-04-05,d0250,ae21,12,deportivas
5209117,circuito deportivo elemental,105,campamento,10.0,latina,operativo,434271.75,4471852.53,etrs89,40.39468281,-3.77448864,calle,cine,33,28024.0,,11066850.0,2019-08-11,d1058,ae21,3,deportivas
52109,circuito deportivo elemental,113,san isidro,11.0,carabanchel,operativo,438192.2,4472295.05,etrs89,40.3989694,-3.72833983,paseo,ermita del santo,74b,28019.0,"paseo ermita del santo, 000074  b",31048276.0,2001-01-01,d1151,ae21,26,deportivas
52111,circuito deportivo elemental,114,vista alegre,11.0,carabanchel,operativo,436321.81,4470514.14,etrs89,40.38278529,-3.75020059,calle,fernando delgado,8,28047.0,"fernando delgado, 000008",11074893.0,2021-05-06,d1153,ae21,7,deportivas
52122,circuito deportivo elemental,121,orcasitas,12.0,usera,operativo,439068.85,4468763.84,etrs89,40.36722311,-3.71767252,calle,beasain,45,28041.0,"beasain, 000045",31030933.0,2013-08-01,d1251,ae21,15,deportivas
5224222,circuito deportivo elemental,171,villaverde alto - casco historico de villaverde,17.0,villaverde,operativo,440624.65,4465016.49,etrs89,40.33357705,-3.69900034,calle,transversal sexta,20,28021.0,"transversal sexta, 000020",20161828.0,2019-12-18,d1758,ae21,6,deportivas
5653716,area de juegos/especial,35,los jeronimos,3.0,retiro,operativo,442075.992,4473971.967,etrs89,40.41435515,-3.68272925,5653716_TIPO_VIA_desconocido,5653716_NOM_VIA_desconocido,5653716_NUM_VIA_desconocido,5653716_COD_POSTAL_desconocido,,,2014-11-03,5653716_CODIGO_INTERNO_desconocido,6,1,deportivas
5653737,area de juegos/especial,35,los jeronimos,3.0,retiro,operativo,442052.286,4473575.217,etrs89,40.41077938,-3.6829725,5653737_TIPO_VIA_desconocido,5653737_NOM_VIA_desconocido,5653737_NUM_VIA_desconocido,5653737_COD_POSTAL_desconocido,,,1998-01-01,5653737_CODIGO_INTERNO_desconocido,6,24,deportivas
5653825,area de juegos/especial,43,fuente del berro,4.0,salamanca,operativo,444022.896,4474922.684,etrs89,40.42305296,-3.65986694,5653825_TIPO_VIA_desconocido,5653825_NOM_VIA_desconocido,5653825_NUM_VIA_desconocido,5653825_COD_POSTAL_desconocido,,,2014-10-29,5653825_CODIGO_INTERNO_desconocido,6,1,deportivas
5653881,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,439202.418,4478775.355,etrs89,40.45742112,-3.71705611,5653881_TIPO_VIA_desconocido,5653881_NOM_VIA_desconocido,5653881_NUM_VIA_desconocido,5653881_COD_POSTAL_desconocido,,,2009-12-29,5653881_CODIGO_INTERNO_desconocido,6,3,deportivas
5653896,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438897.19,4478964.46,etrs89,40.45910227,-3.72067395,5653896_TIPO_VIA_desconocido,5653896_NOM_VIA_desconocido,5653896_NUM_VIA_desconocido,5653896_COD_POSTAL_desconocido,,,2009-12-29,5653896_CODIGO_INTERNO_desconocido,6,1,deportivas
5653901,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,439219.998,4478724.406,etrs89,40.45696344,-3.71684391,5653901_TIPO_VIA_desconocido,5653901_NOM_VIA_desconocido,5653901_NUM_VIA_desconocido,5653901_COD_POSTAL_desconocido,,,2009-12-29,5653901_CODIGO_INTERNO_desconocido,6,2,deportivas
5653905,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,439076.979,4478382.736,etrs89,40.45387507,-3.71849777,5653905_TIPO_VIA_desconocido,5653905_NOM_VIA_desconocido,5653905_NUM_VIA_desconocido,5653905_COD_POSTAL_desconocido,,,2029-12-09,5653905_CODIGO_INTERNO_desconocido,6,1,deportivas
5653909,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438967.331,4478495.705,etrs89,40.4548847,-3.71980167,5653909_TIPO_VIA_desconocido,5653909_NOM_VIA_desconocido,5653909_NUM_VIA_desconocido,5653909_COD_POSTAL_desconocido,,,1998-01-01,5653909_CODIGO_INTERNO_desconocido,6,1,deportivas
5653924,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438790.056,4478480.258,etrs89,40.45473251,-3.72189076,5653924_TIPO_VIA_desconocido,5653924_NOM_VIA_desconocido,5653924_NUM_VIA_desconocido,5653924_COD_POSTAL_desconocido,,,2009-12-29,5653924_CODIGO_INTERNO_desconocido,6,2,deportivas
5653942,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438675.604,4478433.465,etrs89,40.45430254,-3.72323595,5653942_TIPO_VIA_desconocido,5653942_NOM_VIA_desconocido,5653942_NUM_VIA_desconocido,5653942_COD_POSTAL_desconocido,,,2009-12-29,5653942_CODIGO_INTERNO_desconocido,6,1,deportivas
5653960,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438599.065,4478404.846,etrs89,40.45403908,-3.72413578,5653960_TIPO_VIA_desconocido,5653960_NOM_VIA_desconocido,5653960_NUM_VIA_desconocido,5653960_COD_POSTAL_desconocido,,,2009-12-29,5653960_CODIGO_INTERNO_desconocido,6,3,deportivas
5653965,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438568.502,4478407.44,etrs89,40.45406019,-3.72449645,5653965_TIPO_VIA_desconocido,5653965_NOM_VIA_desconocido,5653965_NUM_VIA_desconocido,5653965_COD_POSTAL_desconocido,,,1998-01-01,5653965_CODIGO_INTERNO_desconocido,6,1,deportivas
5653971,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438662.648,4478554.53,etrs89,40.45539219,-3.72340043,5653971_TIPO_VIA_desconocido,5653971_NOM_VIA_desconocido,5653971_NUM_VIA_desconocido,5653971_COD_POSTAL_desconocido,,,1998-01-01,5653971_CODIGO_INTERNO_desconocido,6,1,deportivas
5653995,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438668.244,4478615.665,etrs89,40.45594333,-3.72334034,5653995_TIPO_VIA_desconocido,5653995_NOM_VIA_desconocido,5653995_NUM_VIA_desconocido,5653995_COD_POSTAL_desconocido,,,2009-12-29,5653995_CODIGO_INTERNO_desconocido,6,1,deportivas
5654012,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438593.602,4478711.641,etrs89,40.4568024,-3.72422988,5654012_TIPO_VIA_desconocido,5654012_NOM_VIA_desconocido,5654012_NUM_VIA_desconocido,5654012_COD_POSTAL_desconocido,,,2009-12-29,5654012_CODIGO_INTERNO_desconocido,6,1,deportivas
5654016,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438655.272,4478772.337,etrs89,40.45735373,-3.72350846,5654016_TIPO_VIA_desconocido,5654016_NOM_VIA_desconocido,5654016_NUM_VIA_desconocido,5654016_COD_POSTAL_desconocido,,,1998-01-01,5654016_CODIGO_INTERNO_desconocido,6,1,deportivas
5654025,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438599.394,4478920.47,etrs89,40.45868404,-3.72418177,5654025_TIPO_VIA_desconocido,5654025_NOM_VIA_desconocido,5654025_NUM_VIA_desconocido,5654025_COD_POSTAL_desconocido,,,2009-12-29,5654025_CODIGO_INTERNO_desconocido,6,1,deportivas
5654045,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438485.609,4478957.395,etrs89,40.45900826,-3.72552727,5654045_TIPO_VIA_desconocido,5654045_NOM_VIA_desconocido,5654045_NUM_VIA_desconocido,5654045_COD_POSTAL_desconocido,,,1998-01-01,5654045_CODIGO_INTERNO_desconocido,6,1,deportivas
5654053,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438473.254,4479011.271,etrs89,40.45949268,-3.7256782,5654053_TIPO_VIA_desconocido,5654053_NOM_VIA_desconocido,5654053_NUM_VIA_desconocido,5654053_COD_POSTAL_desconocido,,,2029-12-09,5654053_CODIGO_INTERNO_desconocido,6,1,deportivas
5654057,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438593.46,4479061.258,etrs89,40.45995187,-3.72426538,5654057_TIPO_VIA_desconocido,5654057_NOM_VIA_desconocido,5654057_NUM_VIA_desconocido,5654057_COD_POSTAL_desconocido,,,2029-12-09,5654057_CODIGO_INTERNO_desconocido,6,1,deportivas
4990656,circuito deportivo elemental,44,guindalera,4.0,salamanca,operativo,444017.17,4476843.83,etrs89,40.44035927,-3.66010364,avenida,brasilia,4,28028.0,parque las avenidas,31026006.0,2019-01-14,d0452,ae21,15,deportivas
3963526,circuito deportivo elemental,173,butarque,17.0,villaverde,operativo,442618.92,4466792.66,etrs89,40.34971742,-3.67568386,avenida,los rosales,116,28021.0,"avda los rosales, 000116",31005158.0,2013-12-18,d1752,ae21,15,deportivas
451351,circuito deportivo elemental,85,la paz,8.0,fuencarral - el pardo,operativo,441321.5,4481281.73,etrs89,40.48015191,-3.69229691,avenida,monforte de lemos,8,28029.0,,20095286.0,2014-01-12,d0850,ae21,3,deportivas
451442,circuito deportivo elemental,107,aguilas,10.0,latina,operativo,435373.69,4469890.54,etrs89,40.37709464,-3.76130634,calle,rompedizo,15,28044.0,,31008043.0,2004-01-01,d1053,ae21,6,deportivas
451531,circuito deportivo elemental,101,los carmenes,10.0,latina,operativo,438156.422,4472917.16,etrs89,40.40457098,-3.72882185,avenida,caprichos,14,28011.0,parque caramuel,20148982.0,2004-01-01,d1055,ae21,6,deportivas
451569,circuito deportivo elemental,101,los carmenes,10.0,latina,operativo,437386.83,4472392.48,etrs89,40.39978692,-3.73783911,calle,concejal francisco jose jimenez martin,5,28047.0,,31012806.0,2001-01-04,d1051,ae21,3,deportivas
5197210,circuito deportivo elemental,71,gaztambide,7.0,chamberi,operativo,439610.46,4476075.54,etrs89,40.43312983,-3.71198727,calle,melendez valdes,32,28015.0,,20013208.0,2009-09-19,d0701,ae21,5,deportivas
52070,circuito deportivo elemental,65,valdeacederas,6.0,tetuan,operativo,439810.18,4479701.69,etrs89,40.46581015,-3.70997645,parque,agustin rodriguez sahagun,52070_NUM_VIA_desconocido,52070_COD_POSTAL_desconocido,parque agustin rodriguez sahagun,31028439.0,2022-02-06,d0650,ae21,19,deportivas
52108,circuito deportivo elemental,117,abrantes,11.0,carabanchel,operativo,438845.589,4469702.123,etrs89,40.37565929,-3.72039199,avenida,princesa juana de austria,43,28021.0,"avda princesa juana de austria, 000043",20026320.0,2021-04-30,d1150,ae21,36,deportivas
52110,circuito deportivo elemental,116,buenavista,11.0,carabanchel,operativo,437755.39,4469213.21,etrs89,40.37117422,-3.73318568,avenida,euro,12a,28054.0,"avda euro, 000012  a",31045888.0,2021-06-05,d1152,ae21,16,deportivas
52121,circuito deportivo elemental,127,pradolongo,12.0,usera,operativo,440129.74,4469313.67,etrs89,40.37225314,-3.70522945,avenida,poblados,169,28041.0,"avda poblados, 000169",31007159.0,2013-08-01,d1250,ae21,16,deportivas
52123,circuito deportivo elemental,121,orcasitas,12.0,usera,operativo,439874.08,4468712.14,etrs89,40.36681583,-3.70818401,calle,simca,4,28041.0,"simca, 000004",31002263.0,2013-08-01,d1252,ae21,6,deportivas
5246180,area de juegos/especial,91,casa de campo,9.0,moncloa - aravaca,operativo,435814.0,4473808.71,etrs89,40.41242511,-3.7565148,paseo,paseo puerta del angel,1,28011.0,,,1998-01-01,5246180_CODIGO_INTERNO_desconocido,6,2,deportivas
5653727,area de juegos/especial,35,los jeronimos,3.0,retiro,operativo,441790.738,4473472.315,etrs89,40.40983413,-3.68604549,5653727_TIPO_VIA_desconocido,5653727_NOM_VIA_desconocido,5653727_NUM_VIA_desconocido,5653727_COD_POSTAL_desconocido,,,2014-03-11,5653727_CODIGO_INTERNO_desconocido,6,5,deportivas
5653806,area de juegos/especial,208,el salvador,20.0,san blas - canillejas,operativo,446810.056,4477232.672,etrs89,40.44404552,-3.6272067,5653806_TIPO_VIA_desconocido,5653806_NOM_VIA_desconocido,5653806_NUM_VIA_desconocido,5653806_COD_POSTAL_desconocido,,,2015-07-24,5653806_CODIGO_INTERNO_desconocido,6,10,deportivas
5056315,circuito deportivo elemental,126,zofio,12.0,usera,operativo,439010.21,4469993.2,etrs89,40.37829352,-3.71848077,avenida,princesa juana de austria,47,28021.0,"avda princesa juana de austria, 000047",20127260.0,2019-03-22,d1254,ae21,12,deportivas
5175231,circuito deportivo elemental,86,valverde,8.0,fuencarral - el pardo,operativo,441925.662,4481663.994,etrs89,40.48363797,-3.68520443,avenida,llano castellano,3,28034.0,parque de begoña,11047058.0,2018-07-19,d0855,ae21,5,deportivas
52131,circuito deportivo elemental,131,entrevias,13.0,puente de vallecas,operativo,443686.861,4469940.648,etrs89,40.37814925,-3.66338721,avenida,entrevias,92,28053.0,"avda entrevias, 000092",11088012.0,2013-08-01,d1351,ae21,11,deportivas
52138,circuito deportivo elemental,143,marroquina,14.0,moratalaz,operativo,445697.53,4473557.91,etrs89,40.41086925,-3.64001076,avenida,doctor garcia tapia,123,28030.0,"avda doctor garcia tapia, 000123",11101400.0,2013-08-01,d1450,ae21,9,deportivas
52141,circuito deportivo elemental,141,pavones,14.0,moratalaz,operativo,446858.77,4472761.966,etrs89,40.40377383,-3.62625867,calle,atenas,6b,28030.0,"atenas, 000006  b",20129222.0,2013-08-01,d1453,ae21,1,deportivas
5219515,circuito deportivo elemental,72,arapiles,7.0,chamberi,operativo,439726.49,4476117.51,etrs89,40.43351633,-3.71062337,calle,galileo,35,28015.0,,31044128.0,2028-11-19,d0702,ae21,6,deportivas
5220798,circuito deportivo elemental,183,ensanche de vallecas,18.0,villa de vallecas,operativo,449679.03,4468767.42,etrs89,40.36796333,-3.59270868,calle,alto del retiro,13,28051.0,"alto del retiro, 000013",31045486.0,2013-01-20,d1858,ae21,8,deportivas
52212,circuito deportivo elemental,172,san cristobal,17.0,villaverde,operativo,441319.92,4466329.17,etrs89,40.34545165,-3.69093642,calle,burjasot,6,28021.0,"burjasot, 000006",11126090.0,2004-01-01,d1751,ae21,4,deportivas
52214,circuito deportivo elemental,175,angeles,17.0,villaverde,operativo,440142.92,4467232.01,etrs89,40.35350134,-3.70487885,calle,la tabernera del puerto,71,28041.0,"la tabernera del puerto, 000071",31055514.0,1998-01-01,d1754,ae21,5,deportivas
5261893,circuito deportivo elemental,54,hispanoamerica,5.0,chamartin,operativo,442938.95,4478431.56,etrs89,40.45458902,-3.67295895,calle,puerto rico,22,28016.0,parque orlando zapata tamayo,11024272.0,2020-03-02,d0503,ae21,13,deportivas
5800211,circuito deportivo elemental,183,ensanche de vallecas,18.0,villa de vallecas,operativo,446794.56,4469802.1,etrs89,40.37710532,-3.62676807,calle,sierra vieja,38,28031.0,"sierra vieja, 000038",11130481.0,2020-02-21,d1860,ae21,6,deportivas
7021646,circuito deportivo elemental,143,marroquina,14.0,moratalaz,operativo,446299.51,4473516.39,etrs89,40.41053426,-3.63291271,calle,jose bergamin,60,28030.0,,20091486.0,2020-05-19,d1455,ae21,9,deportivas
7125254,circuito deportivo elemental,86,valverde,8.0,fuencarral - el pardo,operativo,441732.96,4482634.8,etrs89,40.49236987,-3.68756716,calle,islas jarvi,5,28034.0,,11047612.0,1998-01-01,d0858,ae21,3,deportivas
7126156,circuito deportivo elemental,192,valdebernardo,19.0,vicalvaro,operativo,446937.56,4472529.88,etrs89,40.40168808,-3.62531085,calle,ladera de los almendros,18e,28032.0,,20161345.0,2020-06-30,d1961,ae21,4,deportivas
5653877,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438984.052,4479183.02,etrs89,40.46107752,-3.71967055,5653877_TIPO_VIA_desconocido,5653877_NOM_VIA_desconocido,5653877_NUM_VIA_desconocido,5653877_COD_POSTAL_desconocido,,,2029-12-09,5653877_CODIGO_INTERNO_desconocido,6,2,deportivas
5653890,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438927.647,4479067.913,etrs89,40.46003645,-3.72032471,5653890_TIPO_VIA_desconocido,5653890_NOM_VIA_desconocido,5653890_NUM_VIA_desconocido,5653890_COD_POSTAL_desconocido,,,2009-12-29,5653890_CODIGO_INTERNO_desconocido,6,1,deportivas
5653899,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438919.845,4479141.437,etrs89,40.46069821,-3.7204238,5653899_TIPO_VIA_desconocido,5653899_NOM_VIA_desconocido,5653899_NUM_VIA_desconocido,5653899_COD_POSTAL_desconocido,,,2029-12-09,5653899_CODIGO_INTERNO_desconocido,6,2,deportivas
5653903,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,439096.557,4478435.004,etrs89,40.45434736,-3.71827191,5653903_TIPO_VIA_desconocido,5653903_NOM_VIA_desconocido,5653903_NUM_VIA_desconocido,5653903_COD_POSTAL_desconocido,,,2009-12-29,5653903_CODIGO_INTERNO_desconocido,6,1,deportivas
5653907,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438968.481,4478488.091,etrs89,40.45481619,-3.71978738,5653907_TIPO_VIA_desconocido,5653907_NOM_VIA_desconocido,5653907_NUM_VIA_desconocido,5653907_COD_POSTAL_desconocido,,,1998-01-01,5653907_CODIGO_INTERNO_desconocido,6,1,deportivas
5653914,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438874.688,4478522.312,etrs89,40.45511758,-3.72089676,5653914_TIPO_VIA_desconocido,5653914_NOM_VIA_desconocido,5653914_NUM_VIA_desconocido,5653914_COD_POSTAL_desconocido,,,2009-12-29,5653914_CODIGO_INTERNO_desconocido,6,1,deportivas
5653933,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438725.332,4478429.974,etrs89,40.45427476,-3.72264918,5653933_TIPO_VIA_desconocido,5653933_NOM_VIA_desconocido,5653933_NUM_VIA_desconocido,5653933_COD_POSTAL_desconocido,,,1998-01-01,5653933_CODIGO_INTERNO_desconocido,6,1,deportivas
5653950,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438638.666,4478404.847,etrs89,40.45404201,-3.72366878,5653950_TIPO_VIA_desconocido,5653950_NOM_VIA_desconocido,5653950_NUM_VIA_desconocido,5653950_COD_POSTAL_desconocido,,,2029-12-09,5653950_CODIGO_INTERNO_desconocido,6,1,deportivas
5653963,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438572.422,4478400.727,etrs89,40.45400001,-3.72444958,5653963_TIPO_VIA_desconocido,5653963_NOM_VIA_desconocido,5653963_NUM_VIA_desconocido,5653963_COD_POSTAL_desconocido,,,1998-01-01,5653963_CODIGO_INTERNO_desconocido,6,2,deportivas
5653967,area de juegos/especial,93,ciudad universitaria,9.0,moncloa - aravaca,operativo,438570.968,4478446.594,etrs89,40.45441309,-3.72447116,5653967_TIPO_VIA_desconocido,5653967_NOM_VIA_desconocido,5653967_NUM_VIA_desconocido,5653967_COD_POSTAL_desconocido,,,2009-12-29,5653967_CODIGO_INTERNO_desconocido,6,3,deportivas
